120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726018340
120.88.73.121 | Informações geográficas não encontradas | 0.38 | 3
41.60.199.90 | Informações geográficas não encontradas | 61.597 | 3
41.175.223.182 | Informações geográficas não encontradas | 59.608 | 3
41.175.223.182 | Informações geográficas não encontradas | 59.589 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
41.175.223.144 | Informações geográficas não encontradas | 59.114 | 3
41.175.223.144 | Informações geográficas não encontradas | 59.168 | 3
41.175.223.144 | Informações geográficas não encontradas | 58.929 | 3
41.175.222.254 | Informações geográficas não encontradas | 59.13 | 3
41.175.222.254 | Informações geográficas não encontradas | 59.3 | 3
41.175.222.254 | Informações geográficas não encontradas | 59.582 | 3
196.60.10.204 | Informações geográficas não encontradas | 64.694 | 3
196.60.10.204 | Informações geográficas não encontradas | 60.674 | 3
196.60.10.204 | Informações geográficas não encontradas | 60.333 | 3
154.92.25.2 | Informações geográficas não encontradas | 58.414 | 3
154.92.25.2 | Informações geográficas não encontradas | 58.555 | 3
154.92.25.2 | Informações geográficas não encontradas | 58.563 | 3
120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726155135
120.88.73.121 | Informações geográficas não encontradas | 0.39 | 3
120.88.73.121 | Informações geográficas não encontradas | 0.24 | 3
120.88.73.121 | Informações geográficas não encontradas | 0.233 | 3
120.88.72.177 | Informações geográficas não encontradas | 0.429 | 3
120.88.72.177 | Informações geográficas não encontradas | 0.363 | 3
120.88.72.177 | Informações geográficas não encontradas | 0.433 | 3
45.127.173.66 | Informações geográficas não encontradas | 27.378 | 3
45.127.173.66 | Informações geográficas não encontradas | 27.544 | 3
45.127.173.66 | Informações geográficas não encontradas | 27.238 | 3
45.127.173.34 | Informações geográficas não encontradas | 38.114 | 3
45.127.173.34 | Informações geográficas não encontradas | 30.462 | 3
45.127.173.34 | Informações geográficas não encontradas | 29.29 | 3
156.246.19.251 | Informações geográficas não encontradas | 27.262 | 3
156.246.19.251 | Informações geográficas não encontradas | 27.289 | 3
156.246.19.251 | Informações geográficas não encontradas | 27.259 | 3
190.124.192.157 | Informações geográficas não encontradas | 156.225.111.21 | Informações geográficas não encontradas | 1726148180
190.124.192.129 | Informações geográficas não encontradas | 0.515 | 3
190.124.192.129 | Informações geográficas não encontradas | 0.535 | 3
190.124.192.129 | Informações geográficas não encontradas | 0.499 | 3
190.124.210.20 | Informações geográficas não encontradas | 0.708 | 3
190.124.210.20 | Informações geográficas não encontradas | 0.676 | 3
190.124.210.20 | Informações geográficas não encontradas | 0.576 | 3
190.124.210.6 | Informações geográficas não encontradas | 0.846 | 3
190.124.210.6 | Informações geográficas não encontradas | 0.773 | 3
190.124.210.6 | Informações geográficas não encontradas | 0.745 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
8.243.19.6 | Informações geográficas não encontradas | 8.132 | 3
8.243.19.6 | Informações geográficas não encontradas | 8.387 | 3
8.243.19.6 | Informações geográficas não encontradas | 8.069 | 3
8.243.19.5 | Informações geográficas não encontradas | 24.109 | 3
8.243.19.5 | Informações geográficas não encontradas | 30.256 | 3
8.243.19.5 | Informações geográficas não encontradas | 61.937 | 3
4.69.136.66 | Informações geográficas não encontradas | 153.982 | 3
4.69.136.66 | Informações geográficas não encontradas | 146.654 | 3
4.69.136.66 | Informações geográficas não encontradas | 146.463 | 3
4.14.101.14 | Informações geográficas não encontradas | 163.209 | 3
4.14.101.14 | Informações geográficas não encontradas | 163.134 | 3
4.14.101.14 | Informações geográficas não encontradas | 163.193 | 3
103.140.147.234 | Informações geográficas não encontradas | 162.905 | 3
103.140.147.234 | Informações geográficas não encontradas | 162.689 | 3
103.140.147.234 | Informações geográficas não encontradas | 162.634 | 3
103.140.147.253 | Informações geográficas não encontradas | 162.988 | 3
103.140.147.253 | Informações geográficas não encontradas | 162.941 | 3
103.140.147.253 | Informações geográficas não encontradas | 162.988 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.21 | Informações geográficas não encontradas | 163.037 | 3
156.225.111.21 | Informações geográficas não encontradas | 162.754 | 3
156.225.111.21 | Informações geográficas não encontradas | 162.871 | 3
192.168.11.100 | Informações geográficas não encontradas | 154.92.25.9 | Informações geográficas não encontradas | 1726148093
192.168.11.1 | Informações geográficas não encontradas | 1.394 | 3
192.168.11.1 | Informações geográficas não encontradas | 1.143 | 3
192.168.11.1 | Informações geográficas não encontradas | 1.092 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.409 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.478 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.435 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.627 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.705 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.73 | 3
10.43.12.210 | Informações geográficas não encontradas | 5.006 | 3
10.43.12.210 | Informações geográficas não encontradas | 5.023 | 3
10.43.12.210 | Informações geográficas não encontradas | 4.922 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.161 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.044 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.033 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.37 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.322 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.296 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.46 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.273 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.227 | 3
195.2.9.94 | Informações geográficas não encontradas | 43.501 | 3
195.2.9.94 | Informações geográficas não encontradas | 43.383 | 3
195.2.9.94 | Informações geográficas não encontradas | 43.311 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.576 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.484 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.407 | 3
41.78.188.41 | Informações geográficas não encontradas | 210.342 | 3
41.78.188.41 | Informações geográficas não encontradas | 210.218 | 3
41.78.188.41 | Informações geográficas não encontradas | 210.433 | 3
41.78.188.194 | Informações geográficas não encontradas | 214.804 | 3
41.78.188.194 | Informações geográficas não encontradas | 215.79 | 3
41.78.188.194 | Informações geográficas não encontradas | 213.505 | 3
41.78.188.51 | Informações geográficas não encontradas | 220.372 | 3
41.78.188.51 | Informações geográficas não encontradas | 219.942 | 3
41.78.188.51 | Informações geográficas não encontradas | 214.554 | 3
41.78.188.0 | Informações geográficas não encontradas | 1644.194 | 3
41.78.188.0 | Informações geográficas não encontradas | 1233.463 | 3
41.78.188.0 | Informações geográficas não encontradas | 849.487 | 3
41.78.188.24 | Informações geográficas não encontradas | 210.233 | 3
41.78.188.24 | Informações geográficas não encontradas | 210.945 | 3
41.78.188.24 | Informações geográficas não encontradas | 210.803 | 3
41.78.188.12 | Informações geográficas não encontradas | 210.564 | 3
41.78.188.12 | Informações geográficas não encontradas | 210.589 | 3
41.78.188.12 | Informações geográficas não encontradas | 211.057 | 3
41.78.188.207 | Informações geográficas não encontradas | 231.209 | 3
41.78.188.207 | Informações geográficas não encontradas | 215.311 | 3
41.78.188.207 | Informações geográficas não encontradas | 218.545 | 3
197.157.72.9 | Informações geográficas não encontradas | 216.333 | 3
197.157.72.9 | Informações geográficas não encontradas | 212.529 | 3
197.157.72.9 | Informações geográficas não encontradas | 211.795 | 3
154.92.25.9 | Informações geográficas não encontradas | 209.942 | 3
154.92.25.9 | Informações geográficas não encontradas | 209.931 | 3
154.92.25.9 | Informações geográficas não encontradas | 209.563 | 3
138.204.7.245 | Informações geográficas não encontradas | 156.225.111.18 | Informações geográficas não encontradas | 1726148148
138.204.7.241 | Informações geográficas não encontradas | 0.443 | 3
138.204.7.241 | Informações geográficas não encontradas | 0.426 | 3
138.204.7.241 | Informações geográficas não encontradas | 0.613 | 3
168.227.255.237 | Informações geográficas não encontradas | 0.639 | 3
168.227.255.237 | Informações geográficas não encontradas | 0.332 | 3
168.227.255.237 | Informações geográficas não encontradas | 0.247 | 3
172.30.250.1 | Informações geográficas não encontradas | 17.851 | 3
172.30.250.1 | Informações geográficas não encontradas | 17.499 | 3
172.30.250.1 | Informações geográficas não encontradas | 17.638 | 3
10.32.18.1 | Informações geográficas não encontradas | 19.061 | 3
10.32.18.1 | Informações geográficas não encontradas | 18.403 | 3
10.32.18.1 | Informações geográficas não encontradas | 18.814 | 3
8.243.19.6 | Informações geográficas não encontradas | 22.835 | 3
8.243.19.6 | Informações geográficas não encontradas | 23.179 | 3
8.243.19.6 | Informações geográficas não encontradas | 22.912 | 3
8.243.19.5 | Informações geográficas não encontradas | 18.338 | 3
8.243.19.5 | Informações geográficas não encontradas | 38.411 | 3
8.243.19.5 | Informações geográficas não encontradas | 19.265 | 3
4.69.136.66 | Informações geográficas não encontradas | 154.934 | 3
4.69.136.66 | Informações geográficas não encontradas | 157.549 | 3
4.69.136.66 | Informações geográficas não encontradas | 156.614 | 3
4.14.101.14 | Informações geográficas não encontradas | 168.964 | 3
4.14.101.14 | Informações geográficas não encontradas | 168.902 | 3
4.14.101.14 | Informações geográficas não encontradas | 168.904 | 3
103.140.147.238 | Informações geográficas não encontradas | 161.511 | 3
103.140.147.238 | Informações geográficas não encontradas | 161.698 | 3
103.140.147.238 | Informações geográficas não encontradas | 161.541 | 3
103.140.147.203 | Informações geográficas não encontradas | 169.11 | 3
103.140.147.203 | Informações geográficas não encontradas | 169.22 | 3
103.140.147.203 | Informações geográficas não encontradas | 169.137 | 3
98.98.230.245 | Informações geográficas não encontradas | 168.776 | 3
98.98.230.245 | Informações geográficas não encontradas | 169.089 | 3
98.98.230.245 | Informações geográficas não encontradas | 169.181 | 3
156.225.111.18 | Informações geográficas não encontradas | 168.961 | 3
156.225.111.18 | Informações geográficas não encontradas | 168.737 | 3
156.225.111.18 | Informações geográficas não encontradas | 168.724 | 3
41.89.1.251 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726155137
41.89.1.1 | Informações geográficas não encontradas | 0.408 | 3
41.89.1.1 | Informações geográficas não encontradas | 0.361 | 3
41.89.1.1 | Informações geográficas não encontradas | 0.358 | 3
197.136.168.22 | Informações geográficas não encontradas | 0.737 | 3
197.136.168.22 | Informações geográficas não encontradas | 0.724 | 3
197.136.168.22 | Informações geográficas não encontradas | 0.719 | 3
196.223.21.77 | Informações geográficas não encontradas | 0.955 | 3
196.223.21.77 | Informações geográficas não encontradas | 0.859 | 3
196.223.21.77 | Informações geográficas não encontradas | 0.853 | 3
10.246.116.22 | Informações geográficas não encontradas | 6.068 | 3
10.246.116.22 | Informações geográficas não encontradas | 6.009 | 3
10.246.116.22 | Informações geográficas não encontradas | 5.963 | 3
10.246.113.243 | Informações geográficas não encontradas | 84.461 | 3
10.246.113.243 | Informações geográficas não encontradas | 84.499 | 3
10.246.113.243 | Informações geográficas não encontradas | 84.403 | 3
10.246.112.51 | Informações geográficas não encontradas | 180.316 | 3
10.246.112.51 | Informações geográficas não encontradas | 180.282 | 3
10.246.112.51 | Informações geográficas não encontradas | 180.292 | 3
10.246.112.47 | Informações geográficas não encontradas | 180.292 | 3
10.246.112.47 | Informações geográficas não encontradas | 180.288 | 3
10.246.112.47 | Informações geográficas não encontradas | 180.275 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
154.92.25.2 | Informações geográficas não encontradas | 180.186 | 3
154.92.25.2 | Informações geográficas não encontradas | 180.208 | 3
154.92.25.2 | Informações geográficas não encontradas | 180.147 | 3
192.168.1.79 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726155132
192.168.1.254 | Informações geográficas não encontradas | 0.393 | 3
192.168.1.254 | Informações geográficas não encontradas | 0.315 | 3
192.168.1.254 | Informações geográficas não encontradas | 0.311 | 3
125.236.192.9 | Informações geográficas não encontradas | 3.077 | 3
125.236.192.9 | Informações geográficas não encontradas | 1.707 | 3
125.236.192.9 | Informações geográficas não encontradas | 1.731 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
122.56.119.216 | Informações geográficas não encontradas | 3.753 | 3
122.56.119.216 | Informações geográficas não encontradas | 5.652 | 3
122.56.119.216 | Informações geográficas não encontradas | 5.843 | 3
202.50.232.29 | Informações geográficas não encontradas | 5.623 | 3
202.50.232.29 | Informações geográficas não encontradas | 6.102 | 3
202.50.232.29 | Informações geográficas não encontradas | 5.263 | 3
202.50.232.250 | Informações geográficas não encontradas | 29.861 | 3
202.50.232.250 | Informações geográficas não encontradas | 29.957 | 3
202.50.232.250 | Informações geográficas não encontradas | 29.689 | 3
45.127.173.34 | Informações geográficas não encontradas | 36.934 | 3
45.127.173.34 | Informações geográficas não encontradas | 38.248 | 3
45.127.173.34 | Informações geográficas não encontradas | 33.76 | 3
156.246.19.251 | Informações geográficas não encontradas | 28.288 | 3
156.246.19.251 | Informações geográficas não encontradas | 25.734 | 3
156.246.19.251 | Informações geográficas não encontradas | 25.822 | 3
192.168.0.3 | Informações geográficas não encontradas | 156.225.111.18 | Informações geográficas não encontradas | 1726155132
192.168.0.1 | Informações geográficas não encontradas | 1.384 | 3
192.168.0.1 | Informações geográficas não encontradas | 1.316 | 3
192.168.0.1 | Informações geográficas não encontradas | 1.287 | 3
10.11.128.1 | Informações geográficas não encontradas | 14.373 | 3
10.11.128.1 | Informações geográficas não encontradas | 9.903 | 3
10.11.128.1 | Informações geográficas não encontradas | 9.694 | 3
191.187.52.73 | Informações geográficas não encontradas | 12.301 | 3
191.187.52.73 | Informações geográficas não encontradas | 10.874 | 3
191.187.52.73 | Informações geográficas não encontradas | 10.817 | 3
200.179.231.9 | Informações geográficas não encontradas | 11.561 | 3
200.179.231.9 | Informações geográficas não encontradas | 11.805 | 3
200.179.231.9 | Informações geográficas não encontradas | 10.605 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
200.230.220.96 | Informações geográficas não encontradas | 191.873 | 3
200.230.220.96 | Informações geográficas não encontradas | 149.385 | 3
200.230.220.96 | Informações geográficas não encontradas | 150.937 | 3
200.244.216.220 | Informações geográficas não encontradas | 148.564 | 3
200.244.216.220 | Informações geográficas não encontradas | 150.16 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
206.126.237.98 | Informações geográficas não encontradas | 151.945 | 3
206.126.237.98 | Informações geográficas não encontradas | 160.358 | 3
206.126.237.98 | Informações geográficas não encontradas | 154.119 | 3
103.140.147.234 | Informações geográficas não encontradas | 140.044 | 3
103.140.147.234 | Informações geográficas não encontradas | 139.302 | 3
103.140.147.234 | Informações geográficas não encontradas | 143.607 | 3
103.140.147.253 | Informações geográficas não encontradas | 152.509 | 3
103.140.147.253 | Informações geográficas não encontradas | 152.124 | 3
103.140.147.253 | Informações geográficas não encontradas | 153.399 | 3
98.98.230.245 | Informações geográficas não encontradas | 146.246 | 3
98.98.230.245 | Informações geográficas não encontradas | 150.553 | 3
98.98.230.245 | Informações geográficas não encontradas | 181.196 | 3
156.225.111.18 | Informações geográficas não encontradas | 142.522 | 3
156.225.111.18 | Informações geográficas não encontradas | 143.634 | 3
156.225.111.18 | Informações geográficas não encontradas | 141.867 | 3
192.168.68.126 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726155143
192.168.68.94 | Informações geográficas não encontradas | 0.377 | 3
192.168.68.94 | Informações geográficas não encontradas | 0.303 | 3
192.168.68.94 | Informações geográficas não encontradas | 0.288 | 3
154.66.88.89 | Informações geográficas não encontradas | 25.966 | 3
154.66.88.89 | Informações geográficas não encontradas | 25.705 | 3
154.66.88.89 | Informações geográficas não encontradas | 25.602 | 3
154.66.88.33 | Informações geográficas não encontradas | 26.801 | 3
154.66.88.33 | Informações geográficas não encontradas | 26.204 | 3
154.66.88.33 | Informações geográficas não encontradas | 25.892 | 3
196.60.10.204 | Informações geográficas não encontradas | 66.833 | 3
196.60.10.204 | Informações geográficas não encontradas | 44.343 | 3
196.60.10.204 | Informações geográficas não encontradas | 43.016 | 3
154.92.25.2 | Informações geográficas não encontradas | 43.378 | 3
154.92.25.2 | Informações geográficas não encontradas | 42.731 | 3
154.92.25.2 | Informações geográficas não encontradas | 41.746 | 3
192.168.6.222 | Informações geográficas não encontradas | 128.1.77.122 | Informações geográficas não encontradas | 1726148091
192.168.6.1 | Informações geográficas não encontradas | 0.97 | 3
192.168.6.1 | Informações geográficas não encontradas | 0.375 | 3
192.168.6.1 | Informações geográficas não encontradas | 0.327 | 3
103.2.187.243 | Informações geográficas não encontradas | 1.873 | 3
103.2.187.243 | Informações geográficas não encontradas | 2.239 | 3
103.2.187.243 | Informações geográficas não encontradas | 1.96 | 3
202.87.128.197 | Informações geográficas não encontradas | 2.315 | 3
202.87.128.197 | Informações geográficas não encontradas | 2.777 | 3
202.87.128.197 | Informações geográficas não encontradas | 2.517 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.407 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.362 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.623 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.278 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.354 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.079 | 3
103.200.13.67 | Informações geográficas não encontradas | 180.16 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.200.13.67 | Informações geográficas não encontradas | 180.491 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.200.13.168 | Informações geográficas não encontradas | 180.458 | 3
103.200.13.168 | Informações geográficas não encontradas | 180.372 | 3
62.115.168.116 | Informações geográficas não encontradas | 184.401 | 3
62.115.168.116 | Informações geográficas não encontradas | 184.064 | 3
62.115.168.116 | Informações geográficas não encontradas | 183.683 | 3
80.239.160.65 | Informações geográficas não encontradas | 201.933 | 3
80.239.160.65 | Informações geográficas não encontradas | 202.114 | 3
80.239.160.65 | Informações geográficas não encontradas | 201.675 | 3
154.54.25.149 | Informações geográficas não encontradas | 201.433 | 3
154.54.25.149 | Informações geográficas não encontradas | 201.661 | 3
154.54.25.149 | Informações geográficas não encontradas | 201.383 | 3
154.54.45.161 | Informações geográficas não encontradas | 213.359 | 3
154.54.45.161 | Informações geográficas não encontradas | 213.105 | 3
154.54.45.161 | Informações geográficas não encontradas | 213.529 | 3
154.54.166.69 | Informações geográficas não encontradas | 220.877 | 3
154.54.166.69 | Informações geográficas não encontradas | 220.733 | 3
154.54.166.69 | Informações geográficas não encontradas | 220.885 | 3
154.54.165.29 | Informações geográficas não encontradas | 227.737 | 3
154.54.165.29 | Informações geográficas não encontradas | 228.017 | 3
154.54.165.29 | Informações geográficas não encontradas | 227.591 | 3
154.54.163.53 | Informações geográficas não encontradas | 242.301 | 3
154.54.163.53 | Informações geográficas não encontradas | 241.924 | 3
154.54.163.53 | Informações geográficas não encontradas | 242.142 | 3
154.54.24.221 | Informações geográficas não encontradas | 254.26 | 3
154.54.24.221 | Informações geográficas não encontradas | 253.672 | 3
154.54.24.221 | Informações geográficas não encontradas | 253.838 | 3
154.54.89.226 | Informações geográficas não encontradas | 310.733 | 3
154.54.89.226 | Informações geográficas não encontradas | 310.873 | 3
154.54.89.226 | Informações geográficas não encontradas | 310.964 | 3
154.54.60.126 | Informações geográficas não encontradas | 416.947 | 3
154.54.60.126 | Informações geográficas não encontradas | 399.796 | 3
154.54.60.126 | Informações geográficas não encontradas | 399.807 | 3
149.11.205.18 | Informações geográficas não encontradas | 308.65 | 3
149.11.205.18 | Informações geográficas não encontradas | 308.88 | 3
149.11.205.18 | Informações geográficas não encontradas | 308.597 | 3
107.155.17.240 | Informações geográficas não encontradas | 366.937 | 3
107.155.17.240 | Informações geográficas não encontradas | 327.06 | 3
107.155.17.240 | Informações geográficas não encontradas | 313.107 | 3
107.155.17.105 | Informações geográficas não encontradas | 312.258 | 3
107.155.17.105 | Informações geográficas não encontradas | 312.648 | 3
107.155.17.105 | Informações geográficas não encontradas | 309.233 | 3
128.1.77.122 | Informações geográficas não encontradas | 319.33 | 3
128.1.77.122 | Informações geográficas não encontradas | 319.446 | 3
128.1.77.122 | Informações geográficas não encontradas | 320.054 | 3
10.200.21.99 | Informações geográficas não encontradas | 128.1.77.227 | Informações geográficas não encontradas | 1726148104
10.200.0.2 | Informações geográficas não encontradas | 0.832 | 3
10.200.0.2 | Informações geográficas não encontradas | 0.592 | 3
10.200.0.2 | Informações geográficas não encontradas | 0.561 | 3
202.22.131.154 | Informações geográficas não encontradas | 3.142 | 3
202.22.131.154 | Informações geográficas não encontradas | 5.291 | 3
202.22.131.154 | Informações geográficas não encontradas | 3.528 | 3
202.87.128.13 | Informações geográficas não encontradas | 3.919 | 3
202.87.128.13 | Informações geográficas não encontradas | 4.075 | 3
202.87.128.13 | Informações geográficas não encontradas | 1.959 | 3
125.63.12.157 | Informações geográficas não encontradas | 25.272 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.354 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.591 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.089 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.783 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.113 | 3
103.200.13.67 | Informações geográficas não encontradas | 173.944 | 3
103.200.13.67 | Informações geográficas não encontradas | 174.321 | 3
103.200.13.67 | Informações geográficas não encontradas | 174.527 | 3
103.200.13.168 | Informações geográficas não encontradas | 184.173 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.200.13.168 | Informações geográficas não encontradas | 174.037 | 3
62.115.168.116 | Informações geográficas não encontradas | 177.783 | 3
62.115.168.116 | Informações geográficas não encontradas | 174.649 | 3
62.115.168.116 | Informações geográficas não encontradas | 174.151 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
154.54.42.101 | Informações geográficas não encontradas | 202.455 | 3
154.54.42.101 | Informações geográficas não encontradas | 201.16 | 3
154.54.42.101 | Informações geográficas não encontradas | 201.181 | 3
154.54.44.85 | Informações geográficas não encontradas | 213.133 | 3
154.54.44.85 | Informações geográficas não encontradas | 212.691 | 3
154.54.44.85 | Informações geográficas não encontradas | 212.994 | 3
154.54.166.57 | Informações geográficas não encontradas | 220.263 | 3
154.54.166.57 | Informações geográficas não encontradas | 220.103 | 3
154.54.166.57 | Informações geográficas não encontradas | 219.769 | 3
154.54.165.25 | Informações geográficas não encontradas | 264.125 | 3
154.54.165.25 | Informações geográficas não encontradas | 227.759 | 3
154.54.165.25 | Informações geográficas não encontradas | 227.357 | 3
154.54.163.41 | Informações geográficas não encontradas | 241.764 | 3
154.54.163.41 | Informações geográficas não encontradas | 247.638 | 3
154.54.163.41 | Informações geográficas não encontradas | 241.49 | 3
154.54.7.157 | Informações geográficas não encontradas | 253.199 | 3
154.54.7.157 | Informações geográficas não encontradas | 253.527 | 3
154.54.7.157 | Informações geográficas não encontradas | 253.26 | 3
154.54.89.222 | Informações geográficas não encontradas | 321.995 | 3
154.54.89.222 | Informações geográficas não encontradas | 322.077 | 3
154.54.89.222 | Informações geográficas não encontradas | 321.855 | 3
154.54.60.122 | Informações geográficas não encontradas | 319.811 | 3
154.54.60.122 | Informações geográficas não encontradas | 323.179 | 3
154.54.60.122 | Informações geográficas não encontradas | 319.533 | 3
149.11.205.18 | Informações geográficas não encontradas | 308.198 | 3
149.11.205.18 | Informações geográficas não encontradas | 308.412 | 3
149.11.205.18 | Informações geográficas não encontradas | 308.479 | 3
107.155.17.240 | Informações geográficas não encontradas | 398.403 | 3
107.155.17.240 | Informações geográficas não encontradas | 395.467 | 3
107.155.17.240 | Informações geográficas não encontradas | 397.17 | 3
107.155.17.105 | Informações geográficas não encontradas | 323.123 | 3
107.155.17.105 | Informações geográficas não encontradas | 327.901 | 3
107.155.17.105 | Informações geográficas não encontradas | 502.811 | 3
128.1.77.227 | Informações geográficas não encontradas | 318.995 | 3
128.1.77.227 | Informações geográficas não encontradas | 328.11 | 3
128.1.77.227 | Informações geográficas não encontradas | 318.866 | 3
192.168.20.139 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726155286
192.168.20.1 | Informações geográficas não encontradas | 1.312 | 3
192.168.20.1 | Informações geográficas não encontradas | 1.154 | 3
192.168.20.1 | Informações geográficas não encontradas | 1.146 | 3
220.233.1.3 | Informações geográficas não encontradas | 20.37 | 3
220.233.1.3 | Informações geográficas não encontradas | 20.535 | 3
220.233.1.3 | Informações geográficas não encontradas | 20.543 | 3
10.1.23.228 | Informações geográficas não encontradas | 21.083 | 3
10.1.23.228 | Informações geográficas não encontradas | 20.827 | 3
10.1.23.228 | Informações geográficas não encontradas | 21.36 | 3
116.255.21.108 | Informações geográficas não encontradas | 21.406 | 3
116.255.21.108 | Informações geográficas não encontradas | 22.729 | 3
116.255.21.108 | Informações geográficas não encontradas | 22.05 | 3
103.200.13.70 | Informações geográficas não encontradas | 22.192 | 3
103.200.13.70 | Informações geográficas não encontradas | 22.682 | 3
103.200.13.70 | Informações geográficas não encontradas | 22.573 | 3
45.127.173.34 | Informações geográficas não encontradas | 34.289 | 3
45.127.173.34 | Informações geográficas não encontradas | 25.6 | 3
45.127.173.34 | Informações geográficas não encontradas | 25.107 | 3
156.246.19.251 | Informações geográficas não encontradas | 20.594 | 3
156.246.19.251 | Informações geográficas não encontradas | 21.006 | 3
156.246.19.251 | Informações geográficas não encontradas | 20.813 | 3
41.204.180.14 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726155134
41.204.180.13 | Informações geográficas não encontradas | 0.416 | 3
41.204.180.13 | Informações geográficas não encontradas | 0.353 | 3
41.204.180.13 | Informações geográficas não encontradas | 0.358 | 3
41.204.173.34 | Informações geográficas não encontradas | 5.066 | 3
41.204.173.34 | Informações geográficas não encontradas | 7.34 | 3
41.204.173.34 | Informações geográficas não encontradas | 6.665 | 3
197.136.168.22 | Informações geográficas não encontradas | 5.403 | 3
197.136.168.22 | Informações geográficas não encontradas | 5.389 | 3
197.136.168.22 | Informações geográficas não encontradas | 6.081 | 3
196.223.21.77 | Informações geográficas não encontradas | 5.529 | 3
196.223.21.77 | Informações geográficas não encontradas | 5.514 | 3
196.223.21.77 | Informações geográficas não encontradas | 5.485 | 3
10.246.116.22 | Informações geográficas não encontradas | 10.729 | 3
10.246.116.22 | Informações geográficas não encontradas | 10.67 | 3
10.246.116.22 | Informações geográficas não encontradas | 10.644 | 3
10.246.113.243 | Informações geográficas não encontradas | 89.08 | 3
10.246.113.243 | Informações geográficas não encontradas | 89.09 | 3
10.246.113.243 | Informações geográficas não encontradas | 89.087 | 3
10.246.112.51 | Informações geográficas não encontradas | 185.796 | 3
10.246.112.51 | Informações geográficas não encontradas | 185.047 | 3
